Name,Location,Price,Monthly Payment,Milage (KM),Ownership,Transmission
2021 Kia Sedona 2.2CRDi,"Kramerville, Sandton",R 579 995,R            11 040     p/m,21 000 km,Used Car,Automatic
2020 Volkswagen Kombi 2.0TDI SWB Trendline Auto,"Craighall Park, Johannesburg",R 579 995,R            11 040     p/m,92 500 km,Used Car,Automatic
2021 BMW 1 Series 118i Sport Line,"Rivonia, Sandton",R 579 995,R            11 040     p/m,16 958 km,Used Car,Automatic
2020 Ford Ranger 2.0Bi-Turbo Double Cab Hi-Rider Wildtrak,"Northcliff, Randburg",R 579 995,R            11 040     p/m,81 892 km,Used Car,Automatic
2021 Toyota Starlet 1.4 XS Auto,,R 239 990,R            4 568     p/m,25 000 km,Used Car,Automatic
2019 Mahindra XUV300 1.2T W8,,R 269 990,R            5 139     p/m,43 500 km,Used Car,Manual
2019 Mitsubishi Eclipse Cross 2.0 GLS AWD,,R 369 990,R            7 042     p/m,61 000 km,Used Car,Automatic
2022 Audi A3 Sportback 35TFSI Advanced line,"Bruma, Johannesburg",R 579 994,R            11 040     p/m,1 000 km,Used Car,Automatic
2022 Audi A3 Sportback 35TFSI Advanced line,"Bruma, Johannesburg",R 579 994,R            11 040     p/m,1 000 km,Used Car,Automatic
2022 Audi A3 Sportback 35TFSI Advanced line,"Bruma, Johannesburg",R 579 994,R            11 040     p/m,1 000 km,Used Car,Automatic
2020 Mercedes-Benz A-Class A200 Hatch Style,"Hennops Park Industrial, Centurion",R 579 990,R            11 040     p/m,35 000 km,Used Car,Automatic
2022 Volkswagen Polo GTi,"Centurion Central, Centurion",R 579 990,R            11 040     p/m,150 km,Used Car,Automatic
2021 Volkswagen T-Roc 2.0TSI 140kW 4Motion Design,"Centurion Central, Centurion",R 579 990,R            11 040     p/m,25 000 km,Used Car,Automatic
2019 Toyota Fortuner 2.8GD-6 Auto,"Centurion Central, Centurion",R 579 990,R            11 040     p/m,60 000 km,Used Car,Automatic
2015 Porsche Cayenne Diesel,"Benoni Industrial, Benoni",R 579 990,R            11 040     p/m,134 699 km,Used Car,Automatic
2015 Jaguar F-Type Coupe,"Ravenswood, Boksburg",R 579 950,R            11 039     p/m,25 481 km,Used Car,Automatic
2018 Ford Mustang 2.3T Fastback Auto,"Beyers Park, Boksburg",R 579 950,R            11 039     p/m,37 000 km,Used Car,Automatic
2022 Ford Ranger 2.0Bi-Turbo Double Cab Hi-Rider Wildtrak,,R 729 900,R            13 893     p/m,15 000 km,Used Car,Automatic
2021 Mercedes-Benz CLA CLA200 AMG Line,,R 819 900,R            15 606     p/m,13 000 km,Used Car,Automatic
2022 BMW X3 xDrive30d,,POA,,4 500 km,Used Car,Automatic
2018 Ford Mustang 2.3T Fastback Auto,"Beyers Park, Boksburg",R 579 950,R            11 039     p/m,37 000 km,Used Car,Automatic
2020 Toyota RAV4 2.0 VX,"Beyers Park, Boksburg",R 579 950,R            11 039     p/m,27 900 km,Used Car,Automatic
2017 Audi Q5 2.0TFSI quattro Sport,"Edenvale Central, Edenvale",R 579 950,R            11 039     p/m,81 844 km,Used Car,Automatic
2020 Ford Ranger 2.0SiT Double Cab 4x4 XLT,"Edenvale Central, Edenvale",R 579 950,R            11 039     p/m,35 311 km,Used Car,Automatic
2015 Jaguar F-Type Coupe,"Ravenswood, Boksburg",R 579 950,R            11 039     p/m,25 481 km,Used Car,Automatic
2018 Toyota Fortuner 2.8GD-6 Auto,"Paulshof, Sandton",R 579 950,R            11 039     p/m,60 000 km,Used Car,Automatic
2020 Hyundai Tucson 2.0 Elite Auto,"Paulshof, Sandton",R 579 950,R            11 039     p/m,55 000 km,Used Car,Automatic
2012 Mercedes-Benz CLS CLS63 AMG,"Paulshof, Sandton",R 579 950,R            11 039     p/m,92 000 km,Used Car,Automatic
2022 Volkswagen Polo GTi,"Bryanston, Sandton",R 579 950,R            11 039     p/m,3 000 km,Used Car,Automatic
2022 Volkswagen Polo GTi,"Bryanston, Sandton",R 579 950,R            11 039     p/m,1 000 km,Used Car,Automatic
2022 Haval H6 2.0T Luxury,,R 469 900,R            8 944     p/m,18 000 km,Used Car,Automatic
2022 GWM Steed 5 2.2MPi Workhorse,,R 217 900,R            4 148     p/m,101 km,Demo,Manual
2016 BMW 2 Series 228i Coupe M Sport Auto,,R 329 900,R            6 279     p/m,104 000 km,Used Car,Automatic
2014 Land Rover Range Rover Sport SE SDV6,"Woodmead, Sandton",R 579 950,R            11 039     p/m,123 000 km,Used Car,Automatic
2021 BAIC B40 Plus 2.0TDi City Hunter,"Benoni Industrial, Benoni",R 579 950,R            11 039     p/m,1 000 km,Used Car,Manual
2012 BMW M3 Coupe Auto,"Benoni Industrial, Benoni",R 579 950,R            11 039     p/m,85 968 km,Used Car,Automatic
2022 Toyota Corolla Cross 1.8 Hybrid XS,"Barbeque Downs, Midrand",R 579 950,R            11 039     p/m,8 000 km,Used Car,Automatic
2011 Lexus LX 570,"Kensington B, Randburg",R 579 950,R            11 039     p/m,93 000 km,Used Car,Automatic
,,,,93 000 km,Used Car,Automatic
2020 Mercedes-Benz A-Class A200 Auto,"Raceview, Alberton",R 579 950,R            11 039     p/m,22 250 km,Used Car,Automatic
2019 Mercedes-Benz CLA CLA200 AMG Line Auto,"Northcliff, Randburg",R 579 950,R            11 039     p/m,18 000 km,Used Car,Automatic
2021 Volkswagen Tiguan Allspace 1.4TSI Trendline,"Birnam, Johannesburg",R 579 950,R            11 039     p/m,17 456 km,Used Car,Automatic
2021 Volkswagen Tiguan Allspace 1.4TSI Trendline,"Birnam, Johannesburg",R 579 950,R            11 039     p/m,16 998 km,Used Car,Automatic
2017 BMW 4 Series 440i Gran Coupe M Sport,"Bedfordview, Bedfordview",R 579 950,R            11 039     p/m,60 000 km,Used Car,Automatic
2022 Kia Picanto 1.0 STREET,,R 205 900,R            3 919     p/m,2 500 km,Used Car,Manual
2017 Renault Kadjar 96kW TCe Expression,,R 219 900,R            4 186     p/m,40 000 km,Used Car,Manual
2017 Volkswagen Polo Vivo Hatch 1.6 Comfortline,,R 189 950,R            3 616     p/m,58 361 km,Used Car,Manual
,,,,58 361 km,Used Car,Manual
2020 Mercedes-Benz C-Class C180,"Midridge Park, Midrand",R 579 950,R            11 039     p/m,11 000 km,Used Car,Automatic
2019 Volkswagen Tiguan Allspace 2.0TSI 4Motion Comfortline,"Bryanston, Sandton",R 579 950,R            11 039     p/m,52 500 km,Used Car,Automatic
2021 Volkswagen T-Roc 2.0TSI 140kW 4Motion Design,"Bryanston, Sandton",R 579 950,R            11 039     p/m,18 000 km,Used Car,Automatic
2016 Land Rover Discovery 4 3.0 TDV6 SE,"Weltevreden Park, Roodepoort",R 579 950,R            11 039     p/m,130 000 km,Used Car,Automatic
2019 Mercedes-Benz C-Class C200,"Benoni Industrial, Benoni",R 579 950,R            11 039     p/m,40 934 km,Used Car,Automatic
2022 Volkswagen Polo GTi,"Edenburg, Sandton",R 579 900,R            11 038     p/m,11 245 km,Used Car,Automatic
2019 Kia Grand Sedona 2.2CRDi EX+,"Weltevreden Park, Roodepoort",R 579 900,R            11 038     p/m,23 000 km,Used Car,Automatic
2019 Volkswagen Kombi 2.0TDI SWB Trendline Auto,"Sandown, Sandton",R 579 900,R            11 038     p/m,60 125 km,Used Car,Automatic
2018 Jeep Wrangler 3.6L Sahara,"Bryanston, Sandton",R 579 900,R            11 038     p/m,55 000 km,Used Car,Automatic
2014 Toyota Land Cruiser 79 Land Cruiser 79 4.0 V6 Double Cab,"Helderkruin, Roodepoort",R 579 900,R            11 038     p/m,138 000 km,Used Car,Manual
2018 BMW M4 Coupe Competition Auto,,R 999 900,R            19 032     p/m,33 600 km,Used Car,Automatic
2013 Volkswagen Polo 1.6TDI Comfortline,,R 149 900,R            2 853     p/m,170 000 km,Used Car,Manual
2011 Volkswagen Polo Vivo 5-Door 1.4 Trendline Auto,,R 159 900,R            3 044     p/m,32 000 km,Used Car,Automatic
2021 MINI Countryman Cooper Countryman,"Kensington B, Randburg",R 579 900,R            11 038     p/m,19 000 km,Used Car,Automatic
2017 Jeep Grand Cherokee 3.0CRD Overland,"Kensington B, Randburg",R 579 900,R            11 038     p/m,81 500 km,Used Car,Automatic
2020 Mercedes-Benz C-Class C220d AMG Line,"Bedfordview, Bedfordview",R 579 900,R            11 038     p/m,98 000 km,Used Car,Automatic
2017 BMW X5 xDrive40e eDrive M Sport,"Bedfordview, Bedfordview",R 579 900,R            11 038     p/m,82 000 km,Used Car,Automatic
2020 BMW 1 Series 118i Sport Line,"Craigavon, Sandton",R 579 900,R            11 038     p/m,18 000 km,Used Car,Automatic
2020 Toyota RAV4 2.5 AWD VX,"Highveld Business Park, Centurion",R 579 900,R            11 038     p/m,51 950 km,Used Car,Automatic
2021 Kia Sorento 2.2CRDi AWD EX,"Ormonde, Johannesburg",R 579 900,R            11 038     p/m,26 000 km,Used Car,Automatic
2019 Toyota Hilux 2.8GD-6 Double Cab Legend 50 Auto,"Horison View, Roodepoort",R 579 900,R            11 038     p/m,127 000 km,Used Car,Automatic
2018 BMW X2 sDrive20i M Sport Auto,"Windsor West, Randburg",R 579 900,R            11 038     p/m,44 065 km,Used Car,Automatic
2022 Volkswagen Polo GTi,"Edenburg, Sandton",R 579 900,R            11 038     p/m,5 968 km,Demo,Automatic
2022 Volkswagen T-Cross 1.0TSI 70kW Comfortline,,R 395 399,R            7 526     p/m,5 968 km,Demo,Automatic
2022 Nissan Navara 2.5DDTi XE,,R 389 800,R            7 419     p/m,5 000 km,Used Car,Manual
2022 Suzuki Super Carry 1.2,,R 149 900,R            2 853     p/m,5 000 km,Used Car,Manual
2019 Toyota Hilux 2.8GD-6 Double Cab Legend 50 Auto,"Horison View, Roodepoort",R 579 900,R            11 038     p/m,127 000 km,Used Car,Automatic
2018 BMW X2 sDrive20i M Sport Auto,"Windsor West, Randburg",R 579 900,R            11 038     p/m,44 065 km,Used Car,Automatic
2020 MINI Convertible Cooper S Convertible Sidewalk Auto,"Corporate Park, Midrand",R 579 900,R            11 038     p/m,5 000 km,Used Car,Automatic
2022 Ford Ranger 2.0SiT Double Cab Hi-Rider XLT,"Witkoppen, Sandton",R 579 900,R            11 038     p/m,5 000 km,Used Car,Automatic
2021 Kia Grand Sedona 2.2CRDi EX,"Fontainebleau, Randburg",R 579 900,R            11 038     p/m,23 671 km,Used Car,Automatic
,,,,23 671 km,Used Car,Automatic
2021 Kia Sportage 2.0CRDi EX Plus,"Sandown, Sandton",R 579 900,R            11 038     p/m,13 500 km,Used Car,Automatic
2020 Toyota Fortuner 2.4GD-6 Auto,"Sandown, Sandton",R 579 900,R            11 038     p/m,50 000 km,Used Car,Automatic
2021 Kia Sorento 2.2CRDi AWD EX,"Ormonde, Johannesburg",R 579 900,R            11 038     p/m,26 000 km,Used Car,Automatic
2021 Peugeot Landtrek 1.9D 4Action 4x4,"Weltevreden Park, Roodepoort",R 579 900,R            11 038     p/m,19 000 km,Used Car,Automatic
2019 Kia Grand Sedona 2.2CRDi EX+,"Weltevreden Park, Roodepoort",R 579 900,R            11 038     p/m,23 000 km,Used Car,Automatic
2017 Mercedes-Benz E-Class E400 Cabriolet 4Matic,,R 799 995,R            15 227     p/m,47 000 km,Used Car,Automatic
2020 Porsche Cayman GT4,,R 1 799 995,R            34 261     p/m,9 500 km,Used Car,Manual
2020 MINI Hatch Cooper S Hatch 5-Door,,R 529 000,R            10 069     p/m,23 500 km,Used Car,Automatic
2022 Volkswagen Polo GTi,"Edenburg, Sandton",R 579 900,R            11 038     p/m,11 245 km,Used Car,Automatic
2022 Volkswagen Caddy 2.0TDI,"Bardene, Boksburg",R 579 900,R            11 038     p/m,11 245 km,Used Car,Automatic
2019 Volkswagen Kombi 2.0TDI SWB Trendline Auto,"Sandown, Sandton",R 579 900,R            11 038     p/m,60 125 km,Used Car,Automatic
2018 Jeep Wrangler 3.6L Sahara,"Bryanston, Sandton",R 579 900,R            11 038     p/m,55 000 km,Used Car,Automatic
2019 Audi Q5 40TDI Quattro,"Bryanston, Sandton",R 579 900,R            11 038     p/m,58 000 km,Used Car,Automatic
2019 Volkswagen Tiguan 2.0TSI 4Motion Highline,"Fourways, Sandton",R 579 900,R            11 038     p/m,87 000 km,Used Car,Automatic
2020 Mitsubishi Pajero Sport 2.4 D4 4x4,"Jansenpark, Boksburg",R 579 900,R            11 038     p/m,15 500 km,Used Car,Automatic
2017 Mercedes-Benz GLC GLC250d 4Matic AMG Line,"Blackheath, Randburg",R 579 900,R            11 038     p/m,75 800 km,Used Car,Automatic
2017 Land Rover Range Rover Evoque HSE Dynamic TD4,"Allen's Nek, Roodepoort",R 579 900,R            11 038     p/m,82 006 km,Used Car,Automatic
2020 Toyota Fortuner 2.4GD-6 Auto,"Rhodesfield, Kempton Park",R 579 900,R            11 038     p/m,50 000 km,Used Car,Automatic
2018 Hyundai Elantra 1.6 Turbo Elite Sport,,R 302 450,R            5 757     p/m,119 500 km,Used Car,Automatic
2021 Renault Kwid 1.0 Expression,,R 139 995,R            2 665     p/m,13 000 km,Used Car,Manual
2021 Isuzu D-Max 250 Double Cab Hi-Ride Auto,,R 459 900,R            8 754     p/m,10 900 km,Used Car,Automatic
2018 Mercedes-Benz C-Class C220d Coupe AMG Line,"Northcliff, Randburg",R 579 900,R            11 038     p/m,63 000 km,Used Car,Automatic
2018 BMW X3 xDrive20d,"Sandton Central, Sandton",R 579 900,R            11 038     p/m,47 000 km,Used Car,Automatic
2020 Ford Ranger 2.0SiT Double Cab Hi-Rider XLT,"Glen Nerine, Sandton",R 579 890,R            11 038     p/m,33 231 km,Used Car,Automatic
2020 Audi A3 Sportback 40TFSI S Line,"Parkmore, Sandton",R 579 890,R            11 038     p/m,37 500 km,Used Car,Automatic
2016 BMW 4 Series 440i Convertible Luxury,"Glen Nerine, Sandton",R 579 890,R            11 038     p/m,53 885 km,Used Car,Automatic
2020 Ford Ranger 2.0Bi-Turbo Double Cab Hi-Rider Wildtrak,"Witkoppen, Sandton",R 579 800,R            11 036     p/m,82 000 km,Used Car,Automatic
2021 Ford Ranger 2.0SiT Double Cab Hi-Rider XLT,"Noordwyk, Midrand",R 579 800,R            11 036     p/m,4 651 km,Used Car,Automatic
2022 Volkswagen Polo GTi,"Ruiterhof, Randburg",R 579 700,R            11 034     p/m,1 700 km,Used Car,Automatic
2018 BMW 5 Series 520d,"Bryanston, Sandton",R 579 000,R            11 021     p/m,78 000 km,Used Car,Automatic
2018 BMW X3 xDrive20d Luxury Line,"Centurion Central, Centurion",R 579 000,R            11 021     p/m,80 063 km,Used Car,Automatic
2022 Chery Tiggo 4 Pro 1.5 Urban,,R 289 000,R            5 501     p/m,80 063 km,Used Car,Automatic
2022 Chery Tiggo 7 Pro 1.5T Executive,,R 454 800,R            8 657     p/m,80 063 km,Used Car,Automatic
2022 Chery Tiggo 4 Pro 1.5 Comfort,,R 319 900,R            6 089     p/m,80 063 km,Used Car,Automatic
,,,,80 063 km,Used Car,Automatic
2020 Mercedes-Benz A-Class A200d Hatch Style,"Dayanglen, Boksburg",R 579 000,R            11 021     p/m,41 074 km,Used Car,Automatic
2020 BMW 1 Series 118i Sport Line,"Bardene, Boksburg",R 579 000,R            11 021     p/m,12 000 km,Used Car,Automatic
2022 Audi A3 Sedan 35TFSI Advanced Line,"Bardene, Boksburg",R 579 000,R            11 021     p/m,13 650 km,Used Car,Automatic
2022 Nissan Navara 2.5DDTi Double Cab SE Plus Auto,"Bedfordview, Bedfordview",R 578 900,R            11 019     p/m,100 km,Used Car,Automatic
2022 Nissan Navara 2.5DDTi Double Cab SE Plus Auto,"Bedfordview, Bedfordview",R 578 900,R            11 019     p/m,100 km,Used Car,Automatic
2022 Nissan Navara 2.5DDTi Double Cab SE Plus Auto,"Bedfordview, Bedfordview",R 578 900,R            11 019     p/m,200 km,Used Car,Automatic
2022 Nissan Navara 2.5DDTi Double Cab SE Plus Auto,"Lonehill, Sandton",R 578 900,R            11 019     p/m,1 000 km,Used Car,Automatic
2020 Toyota RAV4 2.0 VX,"Sandown, Sandton",R 576 900,R            10 981     p/m,19 850 km,Used Car,Automatic
2022 Toyota RAV4 2.0 AWD GX-R,"Glen Nerine, Sandton",R 574 900,R            10 943     p/m,44 700 km,Used Car,Automatic
2022 Hyundai Tucson 2.0 Executive,"Glenvarloch, Nigel",R 574 900,R            10 943     p/m,44 700 km,Used Car,Automatic
2022 Suzuki Super Carry 1.2,,R 149 800,R            2 851     p/m,30 km,Used Car,Manual
2019 Kia K2500 2.5TD workhorse dropside,,R 249 900,R            4 757     p/m,85 000 km,Used Car,Manual
2011 Hyundai ix35 2.0CRDi 4WD GLS Limited,,R 134 900,R            2 568     p/m,210 000 km,Used Car,Automatic
2022 Volkswagen Polo Hatch 1.0TSI 85kW Life,"Newlands, Pretoria",R 574 900,R            10 943     p/m,10 000 km,Used Car,Automatic
2022 Peugeot 3008 1.6T Allure,"Sunninghill, Sandton",R 574 900,R            10 943     p/m,1 500 km,Used Car,Automatic
2021 Hyundai Tucson 2.0CRDi Elite,"Bardene, Boksburg",R 574 900,R            10 943     p/m,14 361 km,Used Car,Automatic
2021 GWM P-Series 2.0TD Double Cab LT 4x4,"Randjespark, Midrand",R 574 900,R            10 943     p/m,19 500 km,Used Car,Automatic
2021 Volkswagen T-Roc 2.0TSI 140kW 4Motion Design,"Glenanda, Johannesburg",R 574 500,R            10 935     p/m,11 950 km,Used Car,Automatic
2022 Toyota Corolla 2.0 XR Auto,"Benoni Industrial, Benoni",R 569 999,R            10 849     p/m,1 000 km,Used Car,Automatic
2022 Volkswagen Polo GTi,"Weltevreden Park, Roodepoort",R 569 999,R            10 849     p/m,1 000 km,Used Car,Automatic
2018 Mercedes-Benz C-Class C250d Edition C,"Bryanston, Sandton",R 569 999,R            10 849     p/m,40 000 km,Used Car,Automatic
2021 Hyundai Tucson 2.0 Elite,"South Crest, Alberton",R 569 995,R            10 849     p/m,4 000 km,Used Car,Automatic
2019 Volkswagen Golf GTi,"South Crest, Alberton",R 569 995,R            10 849     p/m,31 500 km,Used Car,Automatic
2022 Volkswagen Tiguan Allspace 2.0TSI 4Motion Highline R-Line,,R 989 950,R            18 843     p/m,1 000 km,Used Car,Automatic
2022 Volkswagen Polo Vivo Hatch 1.4 Trendline,,R 224 950,R            4 282     p/m,6 000 km,Used Car,Manual
2020 Toyota Fortuner 2.8GD-6 Epic,,R 629 950,R            11 991     p/m,41 000 km,Used Car,Automatic
2019 Mercedes-Benz CLA CLA200 AMG Line Auto,"South Crest, Alberton",R 569 995,R            10 849     p/m,62 000 km,Used Car,Automatic
,,,,62 000 km,Used Car,Automatic
2018 Toyota Hilux 2.8GD-6 Double Cab Raider Dakar Auto,"Boksburg North, Boksburg",R 569 995,R            10 849     p/m,96 000 km,Used Car,Automatic
2021 Kia Sorento 2.2CRDi LX,"Kramerville, Sandton",R 569 995,R            10 849     p/m,18 000 km,Used Car,Automatic
2019 Mercedes-Benz Vito 116 CDI Tourer Pro Auto,"Sunninghill, Sandton",R 569 995,R            10 849     p/m,75 000 km,Used Car,Automatic
2022 Audi A3 Sportback 35TFSI Advanced line,"Bruma, Johannesburg",R 569 994,R            10 849     p/m,1 000 km,Used Car,Automatic
2021 Toyota Hilux 2.4GD-6 Double Cab Raider Auto,"Bruma, Johannesburg",R 569 994,R            10 849     p/m,32 000 km,Used Car,Automatic
2019 Ford Everest 2.0Bi-Turbo XLT,"Factoria, Krugersdorp",R 569 990,R            10 849     p/m,40 291 km,Used Car,Automatic
2021 Toyota Fortuner 2.4GD-6,"Centurion Central, Centurion",R 569 990,R            10 849     p/m,35 000 km,Used Car,Manual
2020 Toyota RAV4 2.0 VX,"Darrenwood, Randburg",R 569 990,R            10 849     p/m,47 600 km,Used Car,Automatic
2018 Audi Q5 2.0TDI Quattro Sport,"Melrose Arch, Johannesburg",R 569 990,R            10 849     p/m,65 000 km,Used Car,Automatic
2021 Toyota Land Cruiser 79 Land Cruiser 79 4.0 V6,,R 899 900,R            17 129     p/m,22 000 km,Used Car,Manual
2021 Mitsubishi Xpander 1.5 Auto,,R 289 900,R            5 518     p/m,27 751 km,Used Car,Automatic
2017 Ford Kuga 2.0T AWD Titanium,,R 284 900,R            5 423     p/m,106 000 km,Used Car,Automatic
